CLAVE,Year,UE
24036,2015,781
24036,2019,804
24037,2015,2187
24037,2019,2175
24038,2015,131
24038,2019,160
24039,2015,221
24039,2019,237
24040,2015,1251
24040,2019,1272
24041,2015,193
24041,2019,256
24042,2015,702
24042,2019,743
24043,2015,462
24043,2019,435
24044,2015,173
24044,2019,171
24045,2015,568
24045,2019,613
24046,2015,422
24046,2019,503
24047,2015,66
24047,2019,85
24048,2015,167
24048,2019,175
24049,2015,953
24049,2019,1146
24050,2015,1030
24050,2019,1256
24051,2015,270
24051,2019,297
24052,2015,207
24052,2019,251
24053,2015,727
24053,2019,885
24054,2015,664
24054,2019,815
24055,2015,366
24055,2019,359
24056,2015,607
24056,2019,689
24057,2015,557
24057,2019,612
24058,2015,820
24058,2019,861
25001,2015,16287
25001,2019,19175
25002,2015,1206
25002,2019,1499
25003,2015,270
25003,2019,290
25004,2015,550
25004,2019,490
25005,2015,439
25005,2019,471
25006,2015,32225
25006,2019,37341
25007,2015,498
25007,2019,578
25008,2015,1183
25008,2019,1154
25009,2015,2400
25009,2019,2537
25010,2015,1940
25010,2019,2172
25011,2015,9127
25011,2019,10472
25012,2015,18804
25012,2019,21119
25013,2015,678
25013,2019,709
25014,2015,1212
25014,2019,1266
25015,2015,3813
25015,2019,3984
25016,2015,464
25016,2019,505
25017,2015,939
25017,2019,1038
25018,2015,3852
25018,2019,3951
26001,2015,113
26001,2019,95
26002,2015,3023
26002,2019,3046
26003,2015,589
26003,2019,568
26004,2015,448
26004,2019,429
26005,2015,22
26005,2019,25
26006,2015,90
26006,2019,93
26007,2015,23
26007,2019,29
26008,2015,38
26008,2019,42
26009,2015,27
26009,2019,33
26010,2015,43
26010,2019,53
26011,2015,28
26011,2019,56
26012,2015,594
26012,2019,646
26013,2015,88
26013,2019,85
26014,2015,89
26014,2019,95
26015,2015,30
26015,2019,36
26016,2015,180
26016,2019,217
26017,2015,3244
26017,2019,3486
26018,2015,16046
26018,2019,17275
26019,2015,1048
26019,2019,1255
26020,2015,177
26020,2019,182
26021,2015,23
26021,2019,26
26022,2015,25
26022,2019,37
26023,2015,229
26023,2019,232
26024,2015,16
26024,2019,21
26025,2015,1560
26025,2019,1601
26026,2015,1131
26026,2019,1225
26027,2015,258
26027,2019,218
26028,2015,25
26028,2019,44
26029,2015,5132
26029,2019,5460
26030,2015,30324
26030,2019,32762
26031,2015,46
26031,2019,42
26032,2015,22
26032,2019,52
26033,2015,2146
26033,2019,2622
26034,2015,34
26034,2019,27
26035,2015,320
26035,2019,361
26036,2015,1052
26036,2019,1187
26037,2015,77
26037,2019,100
26038,2015,273
26038,2019,272
26039,2015,242
26039,2019,229
26040,2015,43
26040,2019,62
26041,2015,513
26041,2019,526
26042,2015,5456
26042,2019,5536
26043,2015,6531
26043,2019,7536
26044,2015,20
26044,2019,19
26045,2015,93
26045,2019,85
26046,2015,8
26046,2019,11
26047,2015,325
26047,2019,342
26048,2015,2927
26048,2019,3433
26049,2015,51
26049,2019,56
26050,2015,57
26050,2019,55
26051,2015,148
26051,2019,171
26052,2015,192
26052,2019,169
26053,2015,10
26053,2019,13
26054,2015,18
26054,2019,15
26055,2015,7200
26055,2019,7708
26056,2015,185
26056,2019,257
26057,2015,41
26057,2019,49
26058,2015,531
26058,2019,574
26059,2015,28
26059,2019,52
26060,2015,21
26060,2019,28
26061,2015,8
26061,2019,12
26062,2015,43
26062,2019,45
26063,2015,37
26063,2019,42
26064,2015,50
26064,2019,75
26065,2015,7
26065,2019,16
26066,2015,259
26066,2019,275
26067,2015,34
26067,2019,46
26068,2015,17
26068,2019,17
26069,2015,127
26069,2019,158
26070,2015,693
26070,2019,597
26071,2015,747
26071,2019,832
26072,2015,415
26072,2019,558
27001,2015,1162
27001,2019,1535
27002,2015,8064
27002,2019,9344
27003,2015,2677
27003,2019,3352
27004,2015,24015
27004,2019,27937
27005,2015,5321
27005,2019,6883
27006,2015,2391
27006,2019,2691
27007,2015,1524
27007,2019,1929
27008,2015,3521
27008,2019,4123
27009,2015,366
27009,2019,425
27010,2015,1759
27010,2019,2206
27011,2015,589
27011,2019,701
27012,2015,3661
27012,2019,4571
27013,2015,2255
27013,2019,3082
27014,2015,2301
27014,2019,2700
27015,2015,718
27015,2019,824
27016,2015,1786
27016,2019,1843
27017,2015,1757
27017,2019,2350
28001,2015,480
28001,2019,395
28002,2015,940
28002,2019,1011
28003,2015,5917
28003,2019,7559
28004,2015,189
28004,2019,206
28005,2015,130
28005,2019,108
28006,2015,87
28006,2019,89
28007,2015,753
28007,2019,740
28008,2015,27
28008,2019,29
28009,2015,5778
28009,2019,6154
28010,2015,47
28010,2019,45
28011,2015,131
28011,2019,137
28012,2015,1581
28012,2019,1676
28013,2015,84
28013,2019,83
28014,2015,125
28014,2019,187
28015,2015,651
28015,2019,751
28016,2015,514
28016,2019,426
28017,2015,386
28017,2019,443
28018,2015,263
28018,2019,241
28019,2015,242
28019,2019,290
28020,2015,24
28020,2019,24
28021,2015,4699
28021,2019,4336
28022,2015,18179
28022,2019,18894
28023,2015,79
28023,2019,50
28024,2015,220
28024,2019,263
28025,2015,1682
28025,2019,1688
28026,2015,96
28026,2019,103
28027,2015,12391
28027,2019,13542
28028,2015,102
28028,2019,143
28029,2015,354
28029,2019,413
28030,2015,518
28030,2019,500
28031,2015,67
28031,2019,53
28032,2015,21057
28032,2019,20494
28033,2015,4345
28033,2019,4945
28034,2015,112
28034,2019,90
28035,2015,1667
28035,2019,1710
28036,2015,5
28036,2019,2
28037,2015,754
28037,2019,746
28038,2015,13287
28038,2019,13725
28039,2015,864
28039,2019,978
28040,2015,2979
28040,2019,3444
28041,2015,11354
28041,2019,11257
28042,2015,82
28042,2019,75
28043,2015,633
28043,2019,666
29001,2015,538
29001,2019,640
29002,2015,753
29002,2019,782
29003,2015,58
29003,2019,54
29004,2015,357
29004,2019,398
29005,2015,7265
29005,2019,7476
29006,2015,2660
29006,2019,3074
29007,2015,897
29007,2019,970
29008,2015,504
29008,2019,649
29009,2015,137
29009,2019,174
29010,2015,6031
29010,2019,6418
29011,2015,148
29011,2019,185
29012,2015,141
29012,2019,188
29013,2015,4793
29013,2019,5215
29014,2015,535
29014,2019,754
29015,2015,1684
29015,2019,1821
29016,2015,505
29016,2019,604
29017,2015,559
29017,2019,759
29018,2015,1997
29018,2019,2244
29019,2015,1054
29019,2019,1252
29020,2015,393
29020,2019,447
29021,2015,774
29021,2019,961
29022,2015,136
29022,2019,143
29023,2015,914
29023,2019,1082
29024,2015,901
29024,2019,991
29025,2015,4275
29025,2019,5122
29026,2015,765
29026,2019,897
29027,2015,700
29027,2019,747
29028,2015,1073
29028,2019,1333
29029,2015,131
29029,2019,175
29030,2015,411
29030,2019,449
29031,2015,1255
29031,2019,1414
29032,2015,347
29032,2019,444
29033,2015,6586
29033,2019,7199
29034,2015,1423
29034,2019,1628
29035,2015,312
29035,2019,342
29036,2015,751
29036,2019,805
29037,2015,318
29037,2019,391
29038,2015,637
29038,2019,744
29039,2015,1393
29039,2019,1604
29040,2015,199
29040,2019,226
29041,2015,1769
29041,2019,2045
29042,2015,830
29042,2019,1010
29043,2015,1153
29043,2019,1267
29044,2015,3145
29044,2019,3558
29045,2015,291
29045,2019,362
29046,2015,197
29046,2019,191
29047,2015,130
29047,2019,154
29048,2015,1042
29048,2019,1181
29049,2015,266
29049,2019,317
29050,2015,740
29050,2019,807
29051,2015,203
29051,2019,201
29052,2015,243
29052,2019,336
29053,2015,658
29053,2019,725
29054,2015,331
29054,2019,361
29055,2015,136
29055,2019,149
29056,2015,343
29056,2019,443
29057,2015,276
29057,2019,297
29058,2015,486
29058,2019,485
29059,2015,454
29059,2019,567
29060,2015,225
29060,2019,281
30001,2015,67
30001,2019,261
30002,2015,281
30002,2019,345
30003,2015,4007
30003,2019,4212
30004,2015,482
30004,2019,545
30005,2015,149
30005,2019,170
30006,2015,205
30006,2019,293
30007,2015,95
30007,2019,107
30008,2015,93
30008,2019,124
30009,2015,597
30009,2019,688
30010,2015,1700
30010,2019,1905
30011,2015,1699
30011,2019,1997
30012,2015,115
30012,2019,117
30013,2015,1510
30013,2019,1659
30014,2015,1126
30014,2019,1369
30015,2015,972
30015,2019,1056
30016,2015,1603
30016,2019,1655
30017,2015,50
30017,2019,56
30018,2015,21
30018,2019,31
30019,2015,109
30019,2019,166
30020,2015,89
30020,2019,106
30021,2015,790
30021,2019,965
30022,2015,553
30022,2019,656
30023,2015,557
30023,2019,578
30024,2015,212
30024,2019,312
30025,2015,393
30025,2019,521
30026,2015,1001
30026,2019,1294
30027,2015,113
30027,2019,202
30028,2015,6513
30028,2019,7109
30029,2015,58
30029,2019,69
30030,2015,2189
30030,2019,2395
30031,2015,62
30031,2019,87
30032,2015,1786
30032,2019,1895
30033,2015,452
30033,2019,431
30034,2015,1153
30034,2019,1241
30035,2015,365
30035,2019,478
30036,2015,440
30036,2019,514
30037,2015,256
30037,2019,220
30038,2015,3923
30038,2019,4357
30039,2015,15506
30039,2019,14541
30040,2015,1265
30040,2019,1262
30041,2015,47
30041,2019,65
30042,2015,190
30042,2019,187
30043,2015,315
30043,2019,424
30044,2015,11730
30044,2019,11729
30045,2015,2494
30045,2019,3000
30046,2015,316
30046,2019,361
30047,2015,1545
30047,2019,1940
30048,2015,4339
30048,2019,4920
30049,2015,245
30049,2019,348
30050,2015,384
30050,2019,265
30051,2015,851
30051,2019,869
30052,2015,261
30052,2019,439
30053,2015,1232
30053,2019,1480
30054,2015,290
30054,2019,326
30055,2015,113
30055,2019,135
30056,2015,66
30056,2019,60
30057,2015,217
30057,2019,282
30058,2015,474
30058,2019,617
30059,2015,409
30059,2019,514
30060,2015,443
30060,2019,491
30061,2015,2108
30061,2019,2415
30062,2015,547
30062,2019,668
30063,2015,183
30063,2019,219
30064,2015,72
30064,2019,65
30065,2015,1262
30065,2019,2465
30066,2015,623
30066,2019,568
30067,2015,428
30067,2019,495
30068,2015,2481
30068,2019,2469
30069,2015,1196
30069,2019,1122
30070,2015,313
30070,2019,353
30071,2015,2528
30071,2019,3105
30072,2015,390
30072,2019,548
30073,2015,802
30073,2019,800
30074,2015,119
30074,2019,174
30075,2015,421
30075,2019,395
30076,2015,46
30076,2019,50
30077,2015,1605
30077,2019,1899
30078,2015,243
30078,2019,294
30079,2015,201
30079,2019,253
30080,2015,361
30080,2019,444
30081,2015,620
30081,2019,705
30082,2015,428
30082,2019,505
30083,2015,321
30083,2019,463
30084,2015,91
30084,2019,121
30085,2015,1937
30085,2019,2427
30086,2015,833
30086,2019,1022
30087,2015,23065
30087,2019,25694
30088,2015,269
30088,2019,319
30089,2015,1705
30089,2019,2016
30090,2015,236
30090,2019,172
30091,2015,595
30091,2019,610
30092,2015,1331
30092,2019,1664
30093,2015,340
30093,2019,405
30094,2015,1216
30094,2019,1393
30095,2015,330
30095,2019,505
30096,2015,52
30096,2019,57
30097,2015,1146
30097,2019,1115
30098,2015,50
30098,2019,79
30099,2015,579
30099,2019,886
30100,2015,270
30100,2019,366
30101,2015,599
30101,2019,625
30102,2015,4902
30102,2019,5240
30103,2015,217
30103,2019,215
30104,2015,320
30104,2019,459
30105,2015,1199
30105,2019,1631
30106,2015,213
30106,2019,266
30107,2015,17
30107,2019,19
30108,2015,6770
30108,2019,7736
30109,2015,2472
30109,2019,2609
30110,2015,59
30110,2019,117
30111,2015,469
30111,2019,541
30112,2015,1164
30112,2019,1264
30113,2015,108
30113,2019,128
30114,2015,201
30114,2019,215
30115,2015,1166
30115,2019,1242
30116,2015,683
30116,2019,891
30117,2015,413
30117,2019,461
30118,2015,9384
30118,2019,9385
30119,2015,291
30119,2019,286
30120,2015,577
30120,2019,779
30121,2015,422
30121,2019,547
30122,2015,496
30122,2019,732
30123,2015,2780
30123,2019,2863
30124,2015,4200
30124,2019,4381
30125,2015,976
30125,2019,1072
30126,2015,428
30126,2019,497
30127,2015,216
30127,2019,267
30128,2015,3885
30128,2019,4840
30129,2015,660
30129,2019,732
30130,2015,1507
30130,2019,1705
30131,2015,9957
30131,2019,10139
30132,2015,692
30132,2019,892
30133,2015,1290
30133,2019,1689
30134,2015,255
30134,2019,310
30135,2015,576
30135,2019,806
30136,2015,191
30136,2019,269
30137,2015,36
30137,2019,55
30138,2015,2021
30138,2019,1855
30139,2015,131
30139,2019,139
30140,2015,30
30140,2019,46
30141,2015,3846
30141,2019,4482
30142,2015,694
30142,2019,709
30143,2015,1092
30143,2019,1147
30144,2015,730
30144,2019,845
30145,2015,442
30145,2019,441
30146,2015,46
30146,2019,56
30147,2015,343
30147,2019,403
30148,2015,793
30148,2019,936
30149,2015,626
30149,2019,771
30150,2015,428
30150,2019,573
30151,2015,355
30151,2019,524
30152,2015,146
30152,2019,245
30153,2015,76
30153,2019,88
30154,2015,106
30154,2019,107
30155,2015,1927
30155,2019,2130
30156,2015,61
30156,2019,71
30157,2015,250
30157,2019,297
30158,2015,1029
30158,2019,1068
30159,2015,293
30159,2019,418
30160,2015,2891
30160,2019,3175
30161,2015,750
30161,2019,771
30162,2015,77
30162,2019,95
30163,2015,85
30163,2019,124
30164,2015,566
30164,2019,692
30165,2015,70
30165,2019,83
30166,2015,99
30166,2019,85
30167,2015,330
30167,2019,386
30168,2015,196
30168,2019,285
30169,2015,577
30169,2019,603
30170,2015,41
30170,2019,70
30171,2015,85
30171,2019,123
30172,2015,454
30172,2019,566
30173,2015,1043
30173,2019,1162
30174,2015,3738
30174,2019,4305
30175,2015,2196
30175,2019,2436
30176,2015,208
30176,2019,300
30177,2015,81
30177,2019,97
30178,2015,825
30178,2019,840
30179,2015,129
30179,2019,187
30180,2015,99
30180,2019,140
30181,2015,1022
30181,2019,994
30182,2015,248
30182,2019,325
30183,2015,2909
30183,2019,2880
30184,2015,86
30184,2019,111
30185,2015,151
30185,2019,200
30186,2015,260
30186,2019,286
30187,2015,73
30187,2019,90
30188,2015,302
30188,2019,364
30189,2015,5411
30189,2019,5520
30190,2015,135
30190,2019,138
30191,2015,807
30191,2019,1199
30192,2015,918
30192,2019,921
30193,2015,24174
30193,2019,25617
30194,2015,379
30194,2019,530
30195,2015,147
30195,2019,192
30196,2015,466
30196,2019,543
30197,2015,275
30197,2019,227
30198,2015,75
30198,2019,76
30199,2015,411
30199,2019,580
30200,2015,63
30200,2019,84
30201,2015,610
30201,2019,755
30202,2015,78
30202,2019,95
30203,2015,277
30203,2019,206
30204,2015,1668
30204,2019,1587
30205,2015,606
30205,2019,764
30206,2015,1099
30206,2019,1115
30207,2015,1734
30207,2019,2040
30208,2015,907
30208,2019,857
30209,2015,356
30209,2019,466
30210,2015,265
30210,2019,389
30211,2015,977
30211,2019,997
30212,2015,161
30212,2019,175
31001,2015,72
31001,2019,81
31002,2015,508
31002,2019,511
31003,2015,1292
31003,2019,1359
31004,2015,237
31004,2019,275
31005,2015,104
31005,2019,143
31006,2015,453
31006,2019,513
31007,2015,368
31007,2019,489
31008,2015,196
31008,2019,161
31009,2015,187
31009,2019,221
31010,2015,195
31010,2019,266
31011,2015,528
31011,2019,761
31012,2015,249
31012,2019,320
31013,2015,338
31013,2019,510
31014,2015,52
31014,2019,79
31015,2015,211
31015,2019,169
31016,2015,406
31016,2019,536
31017,2015,35
31017,2019,76
31018,2015,144
31018,2019,155
31019,2015,989
31019,2019,1118
31020,2015,188
31020,2019,245
31021,2015,177
31021,2019,256
31022,2015,228
31022,2019,345
31023,2015,256
31023,2019,325
31024,2015,791
31024,2019,766
31025,2015,603
31025,2019,597
31026,2015,140
31026,2019,156
31027,2015,510
31027,2019,479
31028,2015,262
31028,2019,379
31029,2015,333
31029,2019,347
31030,2015,276
31030,2019,335
31031,2015,157
31031,2019,127
31032,2015,1065
31032,2019,1244
31033,2015,897
31033,2019,1263
31034,2015,169
31034,2019,198
31035,2015,261
31035,2019,250
31036,2015,300
31036,2019,384
31037,2015,373
31037,2019,469
31038,2015,1323
31038,2019,1627
31039,2015,180
31039,2019,250
31040,2015,1812
31040,2019,2204
31041,2015,2401
31041,2019,3235
31042,2015,149
31042,2019,168
31043,2015,153
31043,2019,227
31044,2015,259
31044,2019,302
31045,2015,101
31045,2019,141
31046,2015,414
31046,2019,460
31047,2015,700
31047,2019,685
31048,2015,685
31048,2019,799
31049,2015,707
31049,2019,701
31050,2015,44471
31050,2019,47500
31051,2015,71
31051,2019,88
31052,2015,1594
31052,2019,1735
31053,2015,884
31053,2019,901
31054,2015,123
31054,2019,126
31055,2015,168
31055,2019,195
31056,2015,1864
31056,2019,2122
31057,2015,331
31057,2019,347
31058,2015,1553
31058,2019,1629
31059,2015,3476
31059,2019,3410
31060,2015,54
31060,2019,99
31061,2015,158
31061,2019,214
31062,2015,207
31062,2019,258
31063,2015,122
31063,2019,215
31064,2015,37
31064,2019,63
31065,2015,116
31065,2019,122
31066,2015,235
31066,2019,256
31067,2015,325
31067,2019,316
31068,2015,181
31068,2019,145
31069,2015,352
31069,2019,463
31070,2015,207
31070,2019,230
31071,2015,62
31071,2019,66
31072,2015,99
31072,2019,93
31073,2015,758
31073,2019,922
31074,2015,164
31074,2019,149
31075,2015,1229
31075,2019,1233
31076,2015,326
31076,2019,387
31077,2015,204
31077,2019,223
31078,2015,212
31078,2019,232
31079,2015,2438
31079,2019,2693
31080,2015,1199
31080,2019,1546
31081,2015,192
31081,2019,293
31082,2015,211
31082,2019,226
31083,2015,187
31083,2019,232
31084,2015,327
31084,2019,340
31085,2015,1227
31085,2019,1480
31086,2015,135
31086,2019,181
31087,2015,168
31087,2019,226
31088,2015,92
31088,2019,120
31089,2015,2636
31089,2019,2842
31090,2015,83
31090,2019,103
31091,2015,735
31091,2019,943
31092,2015,316
31092,2019,347
31093,2015,624
31093,2019,691
31094,2015,316
31094,2019,388
31095,2015,129
31095,2019,170
31096,2015,3353
31096,2019,3686
31097,2015,169
31097,2019,210
31098,2015,930
31098,2019,1053
31099,2015,234
31099,2019,325
31100,2015,83
31100,2019,111
31101,2015,2006
31101,2019,2370
31102,2015,4460
31102,2019,5283
31103,2015,146
31103,2019,147
31104,2015,234
31104,2019,315
31105,2015,117
31105,2019,169
31106,2015,114
31106,2019,95
32001,2015,155
32001,2019,166
32002,2015,85
32002,2019,73
32003,2015,95
32003,2019,102
32004,2015,234
32004,2019,206
32005,2015,2052
32005,2019,2358
32006,2015,258
32006,2019,302
32007,2015,448
32007,2019,483
32008,2015,373
32008,2019,376
32009,2015,342
32009,2019,332
32010,2015,8563
32010,2019,9039
32011,2015,187
32011,2019,179
32012,2015,89
32012,2019,103
32013,2015,175
32013,2019,173
32014,2015,382
32014,2019,401
32015,2015,47
32015,2019,45
32016,2015,592
32016,2019,580
32017,2015,6767
32017,2019,7631
32018,2015,106
32018,2019,129
32019,2015,1102
32019,2019,1219
32020,2015,3295
32020,2019,3725
32021,2015,127
32021,2019,98
32022,2015,1148
32022,2019,1304
32023,2015,719
32023,2019,668
32024,2015,1977
32024,2019,2025
32025,2015,435
32025,2019,429
32026,2015,95
32026,2019,137
32027,2015,34
32027,2019,39
32028,2015,87
32028,2019,85
32029,2015,849
32029,2019,961
32030,2015,146
32030,2019,137
32031,2015,323
32031,2019,329
32032,2015,470
32032,2019,579
32033,2015,157
32033,2019,144
32034,2015,1522
32034,2019,1506
32035,2015,89
32035,2019,98
32036,2015,1348
32036,2019,1552
32037,2015,378
32037,2019,392
32038,2015,676
32038,2019,768
32039,2015,2625
32039,2019,2886
32040,2015,361
32040,2019,472
32041,2015,43
32041,2019,60
32042,2015,2068
32042,2019,2195
32043,2015,42
32043,2019,46
32044,2015,623
32044,2019,683
32045,2015,381
32045,2019,445
32046,2015,148
32046,2019,148
32047,2015,324
32047,2019,293
32048,2015,1628
32048,2019,1789
32049,2015,1147
32049,2019,1162
32050,2015,142
32050,2019,179
32051,2015,831
32051,2019,1005
32052,2015,419
32052,2019,482
32053,2015,408
32053,2019,439
32054,2015,330
32054,2019,374
32055,2015,1086
32055,2019,1477
32056,2015,7827
32056,2019,7924
32057,2015,590
32057,2019,610
32058,2015,146
32058,2019,159
